 ,title,abstract,ref,source,review,relevance,code,what section used,subgroup,ai_topic,medicine_topic,notes,not_relevant,partly_relevant,relevant
262,"Implementation of a culturally competent APOL1 genetic testing programme into living donor evaluation: A two-site, non-randomised, pre-post trial design","While living donor (LD) kidney transplantation is the optimal treatment for patients with kidney failure, LDs assume a higher risk of future kidney failure themselves. LDs of African ancestry have an even greater risk of kidney failure post-donation than White LDs. Because evidence suggests that Apolipoprotein L1 (APOL1) risk variants contribute to this greater risk, transplant nephrologists are increasingly using APOL1 genetic testing to evaluate LD candidates of African ancestry. However, nephrologists do not consistently perform genetic counselling with LD candidates about APOL1 due to a lack of knowledge and skill in counselling. Without proper counselling, APOL1 testing will magnify LD candidates' decisional conflict about donating, jeopardising their informed consent. Given cultural concerns about genetic testing among people of African ancestry, protecting LD candidates' safety is essential to improve informed decisions about donating. Clinical 'chatbots', mobile apps that provide genetic information to patients, can improve informed treatment decisions. No chatbot on APOL1 is available and no nephrologist training programmes are available to provide culturally competent counselling to LDs about APOL1. Given the shortage of genetic counsellors, increasing nephrologists' genetic literacy is critical to integrating genetic testing into practice. Using a non-randomised, pre-post trial design in two transplant centres (Chicago, IL, and Washington, DC), we will evaluate the effectiveness of culturally competent APOL1 testing, chatbot and counselling on LD candidates' decisional conflict about donating, preparedness for decision-making, willingness to donate and satisfaction with informed consent and longitudinally evaluate the implementation of this intervention into clinical practice using the <u>R</u>each, <u>E</u>ffectiveness, <u>A</u>doption, <u>I</u>mplementation and <u>M</u>aintenance framework. This study will create a model for APOL1 testing of LDs of African ancestry, which can be implemented nationally via implementation science approaches. APOL1 will serve as a model for integrating culturally competent genetic testing into transplant and other practices to improve informed consent. This study involves human participants and was approved by Northwestern University IRB (STU00214038). Participants gave informed consent to participate in the study before taking part. ClinicalTrials.gov Identifier: NCT04910867. Registered 8 May 2021, https://register. gov/prs/app/action/SelectProtocol?sid=S000AWZ6&selectaction=Edit&uid=U0001PPF&ts=7&cx=-8jv7m2 ClinicalTrials.gov Identifier: NCT04999436. Registered 5 November 2021, https://register. gov/prs/app/action/SelectProtocol?sid=S000AYWW&selectaction=Edit&uid=U0001PPF&ts=11&cx=9tny7v",,PubMed,,1,,,,,,,FALSE,TRUE,FALSE
263,Improving Automated Deep Phenotyping Through Large Language Models Using Retrieval Augmented Generation,"Diagnosing rare genetic disorders relies on precise phenotypic and genotypic analysis, with the Human Phenotype Ontology (HPO) providing a standardized language for capturing clinical phenotypes. Traditional HPO tools, such as Doc2HPO and ClinPhen, employ concept recognition to automate phenotype extraction but struggle with incomplete phenotype assignment, often requiring intensive manual review. While large language models (LLMs) hold promise for more context-driven phenotype extraction, they are prone to errors and ""hallucinations,"" making them less reliable without further refinement. We present RAG-HPO, a Python-based tool that leverages Retrieval-Augmented Generation (RAG) to elevate LLM accuracy in HPO term assignment, bypassing the limitations of baseline models while avoiding the time and resource intensive process of fine-tuning. RAG-HPO integrates a dynamic vector database, allowing real-time retrieval and contextual matching. The high-dimensional vector database utilized by RAG-HPO includes >54,000 phenotypic phrases mapped to HPO IDs, derived from the HPO database and supplemented with additional validated phrases. The RAG-HPO workflow uses an LLM to first extract phenotypic phrases that are then matched via semantic similarity to entries within a vector database before providing best term matches back to the LLM as context for final HPO term assignment. A benchmarking dataset of 120 published case reports with 1,792 manually-assigned HPO terms was developed, and the performance of RAG-HPO measured against existing published tools Doc2HPO, ClinPhen, and FastHPOCR. In evaluations, RAG-HPO, powered by Llama-3 70B and applied to a set of 120 case reports, achieved a mean precision of 0.84, recall of 0.78, and an F1 score of 0.80-significantly surpassing conventional tools (p<0.00001). False positive HPO term identification occurred for 15.8% (256/1,624) of terms, of which only 2.7% (7/256) represented hallucinations, and 33.6% (86/256) unrelated terms; the remainder of false positives (63.7%, 163/256) were relative terms of the target term. RAG-HPO is a user-friendly, adaptable tool designed for secure evaluation of clinical text and outperforms standard HPO-matching tools in precision, recall, and F1. Its enhanced precision and recall represent a substantial advancement in phenotypic analysis, accelerating the identification of genetic mechanisms underlying rare diseases and driving progress in genetic research and clinical genomics
==========
BackgroundDiagnosing rare genetic disorders relies on precise phenotypic and genotypic analysis, with the Human Phenotype Ontology (HPO) providing a standardized language for capturing clinical phenotypes. Traditional HPO tools, such as Doc2HPO and ClinPhen, employ concept recognition to automate phenotype extraction but struggle with incomplete phenotype assignment, often requiring intensive manual review. While large language models (LLMs) hold promise for more context-driven phenotype extraction, they are prone to errors and ""hallucinations,"" making them less reliable without further refinement. We present RAG-HPO, a Python-based tool that leverages Retrieval-Augmented Generation (RAG) to elevate LLM accuracy in HPO term assignment, bypassing the limitations of baseline models while avoiding the time and resource intensive process of fine-tuning. RAG-HPO integrates a dynamic vector database, allowing real-time retrieval and contextual matching.  MethodsThe high-dimensional vector database utilized by RAG-HPO includes >54,000 phenotypic phrases mapped to HPO IDs, derived from the HPO database and supplemented with additional validated phrases. The RAG-HPO workflow uses an LLM to first extract phenotypic phrases that are then matched via semantic similarity to entries within a vector database before providing best term matches back to the LLM as context for final HPO term assignment. A benchmarking dataset of 120 published case reports with 1,792 manually-assigned HPO terms was developed, and the performance of RAG-HPO measured against existing published tools Doc2HPO, ClinPhen, and FastHPOCR.  ResultsIn evaluations, RAG-HPO, powered by Llama-3 70B and applied to a set of 120 case reports, achieved a mean precision of 0.84, recall of 0.78, and an F1 score of 0.80--significantly surpassing conventional tools (p<0.00001). False positive HPO term identification occurred for 15.8% (256/1,624) of terms, of which only 2.7% (7/256) represented hallucinations, and 33.6% (86/256) unrelated terms; the remainder of false positives (63.7%, 163/256) were relative terms of the target term.  ConclusionsRAG-HPO is a user-friendly, adaptable tool designed for secure evaluation of clinical text and outperforms standard HPO-matching tools in precision, recall, and F1. Its enhanced precision and recall represent a substantial advancement in phenotypic analysis, accelerating the identification of genetic mechanisms underlying rare diseases and driving progress in genetic research and clinical genomics",,"PubMed,medrxiv",,1,,,,,,,FALSE,TRUE,FALSE
264,Improving performance in colorectal cancer histology decomposition using deep and ensemble machine learning,"In routine colorectal cancer management, histologic samples stained with hematoxylin and eosin are commonly used. Nonetheless, their potential for defining objective biomarkers for patient stratification and treatment selection is still being explored. The current gold standard relies on expensive and time-consuming genetic tests. However, recent research highlights the potential of convolutional neural networks (CNNs) to facilitate the extraction of clinically relevant biomarkers from these readily available images. These CNN-based biomarkers can predict patient outcomes comparably to golden standards, with the added advantages of speed, automation, and minimal cost. The predictive potential of CNN-based biomarkers fundamentally relies on the ability of CNNs to accurately classify diverse tissue types from whole slide microscope images. Consequently, enhancing the accuracy of tissue class decomposition is critical to amplifying the prognostic potential of imaging-based biomarkers. This study introduces a hybrid deep transfer learning and ensemble machine learning model that improves upon previous approaches, including a transformer and neural architecture search baseline for this task. We employed a pairing of the EfficientNetV2 architecture with a random forest classification head. Our model achieved 96.74% accuracy (95% CI: 96.3%-97.1%) on the external test set and 99.89% on the internal test set. Recognizing the potential of these models in the task, we have made them publicly available",,PubMed,,1,,,,,,,FALSE,TRUE,FALSE
265,Innovative Implementation Strategies for Familial Hypercholesterolemia Cascade Testing: The Impact of Genetic Counseling,"The IMPACT-FH study implemented strategies (packet, chatbot, direct contact) to promote family member cascade testing for familial hypercholesterolemia (FH). We evaluated the impact of genetic counseling (GC) on medical outcomes, strategy selection, and cascade testing. Probands (i.e., patients with FH) were recommended to complete GC and select sharing strategies. Comparisons were performed for both medical outcomes and strategy selection between probands with or without GC. GEE models for Poisson regression were used to examine the relationship between proband GC completion and first-degree relative (FDR) cascade testing. Overall, 46.3% (81/175) of probands completed GC. Probands with GC had a median LDL-C reduction of -13.0 mg/dL (-61.0, 4.0) versus -1.0 mg/dL (-16.0, 17.0) in probands without GC (p = 0.0054). Probands with and without GC selected sharing strategies for 65.3% and 40.3% of FDRs, respectively (p < 0.0001). Similarly, 27.1% of FDRs of probands with GC completed cascade testing, while 12.0% of FDRs of probands without GC completed testing (p = 0.0043). Direct contact was selected for 47 relatives in total and completed for 39, leading to the detection of 18 relatives with FH. Proband GC was associated with improved medical outcomes and increased FDR cascade testing. Direct contact effectively identified FH cases for the subset who participated",,PubMed,,1,,,,,,,FALSE,TRUE,FALSE
266,"Integrating clinical pharmacology and artificial intelligence: potential benefits, challenges, and role of clinical pharmacologists","The integration of artificial intelligence (AI) into clinical pharmacology could be a potential approach for accelerating drug discovery and development, improving patient care, and streamlining medical research processes. We reviewed the current state of AI applications in clinical pharmacology, focusing on drug discovery and development, precision medicine, pharmacovigilance, and other ventures. Key AI applications in clinical pharmacology are examined, including machine learning, natural language processing, deep learning, and reinforcement learning etc. Additionally, the evolving role of clinical pharmacologists, ethical considerations, and challenges in implementing AI in clinical pharmacology are discussed. The AI could be instrumental in accelerating drug discovery, predicting drug safety and efficacy, and optimizing clinical trial designs. It can play a vital role in precision medicine by helping in personalized drug dosing, treatment selection, and predicting drug response based on genetic, clinical, and environmental factors. The role of AI in pharmacovigilance, such as signal detection and adverse event prediction, is also promising. The collaboration between clinical pharmacologists and AI experts also poses certain ethical and practical challenges. Clinical pharmacologists can be instrumental in shaping the future of AI-driven clinical pharmacology and contribute to the improvement of healthcare systems",,PubMed,,1,,,,,,,FALSE,TRUE,FALSE
267,Integrating large scale genetic and clinical information to predict cases of heart failure,"BackgroundHeart failure (HF) is a major cause of death globally. Prediction of HF risk and early initiation of treatment could mitigate disease progression.  ObjectivesThe study aimed to improve the prediction accuracy of HF by integrating genome-wide association studies (GWAS)- and electronic health records (EHR)-derived risk scores.  MethodsWe previously performed the largest HF GWAS to date within the Global Biobank Meta-analysis Initiative to create a polygenic risk score (PRS). To extract clinical information from high-dimensional EHR data, we treated diagnosis codes as  words and leveraged natural language processing techniques to create a clinical risk score (ClinRS). Our method first learned code co-occurrence patterns and extracted 350 latent phenotypes (low-dimensional features) representing EHR codes, then used coefficients from regression of HF on the latent phenotypes in a training set as weights to calculate patient ClinRS in a validation set. Model performances were compared between baseline (age and sex) model and models with risk scores added: 1) PRS, 2) ClinRS, and 3) PRS+ClinRS. We further compared the proposed models with Atherosclerosis Risk in Communities (ARIC) heart failure risk score.  ResultsResults showed that PRS and ClinRS were each able to predict HF outcomes significantly better than the baseline model, up to eight years prior to HF diagnosis. By including both PRS and ClinRS in the model, we achieved superior performance in predicting HF up to ten years prior to HF diagnosis, two years earlier than using a single risk predictor alone. Additionally, we found that ClinRS performed significantly better than ARIC model at one year prior to disease diagnosis.  ConclusionsWe demonstrate the additive power of integrating GWAS- and EHR-derived risk scores to predict HF cases prior to diagnosis",,medrxiv,,1,,,,"Natural language processing (NOT transformers), polygenic risk scores (PRS); ML Task: Prediction of heart failure using genetic and clinical data.",Heart failure prediction; genomic data (GWAS) and electronic health records (EHR).,"Combines GWAS and EHR-based scores to predict heart failure, improving early detection.",FALSE,TRUE,FALSE
268,Interpretable Droplet Digital PCR Assay for Trustworthy Molecular Diagnostics,"Accurate molecular quantification is essential for advancing research and diagnostics in fields such as infectious diseases, cancer biology, and genetic disorders. Droplet digital PCR (ddPCR) has emerged as a gold standard for achieving absolute quantification. While computational ddPCR technologies have advanced significantly, achieving automatic interpretation and consistent adaptability across diverse operational environments remains a challenge. To address these limitations, we introduce the intelligent interpretable droplet digital PCR (I2ddPCR) assay, a comprehensive framework integrating front-end predictive models (for droplet segmentation and classification) with GPT-4o multimodal large language model (MLLM, for context-aware explanations and recommendations) to automate and enhance ddPCR image analysis. This approach surpasses the state-of-the-art models, affording 99.05% accuracy in processing complex ddPCR images containing over 300 droplets per image with varying signal-to-noise ratios (SNRs). By combining specialized neural networks and large language models, the I2ddPCR assay offers a robust and adaptable solution for absolute molecular quantification, achieving a sensitivity capable of detecting low-abundance targets as low as 90.32 copies/{\mu}L. Furthermore, it improves model's transparency through detailed explanation and troubleshooting guidance, empowering users to make informed decisions. This innovative framework has the potential to benefit molecular diagnostics, disease research, and clinical applications, especially in resource-constrained settings",,arXiv,,1,,,,,,,FALSE,TRUE,FALSE
269,Is artificial intelligence getting too much credit in medical genetics?,"Artificial intelligence has lately proven useful in the field of medical genetics. It is already being used to interpret genome sequences and diagnose patients based on facial recognition. More recently, large-language models (LLMs) such as ChatGPT have been tested for their capacity to provide medical genetics information. It was found that ChatGPT performed similarly to human respondents in factual and critical thinking questions, albeit with reduced accuracy in the latter. In particular, ChatGPT's performance in questions related to calculating the recurrence risk was dismal, despite only having to deal with a single disease. To see if challenging ChatGPT with more difficult problems may reveal its flaws and their bases, it was asked to solve recurrence risk problems dealing with two diseases instead of one. Interestingly, it managed to correctly understand the mode of inheritance of recessive diseases, yet it incorrectly calculated the probability of having a healthy child. Other LLMs were also tested and showed similar noise. This highlights a major limitation for clinical use. While this shortcoming may be solved in the near future, LLMs may not be ready yet to be used as an effective clinical tool in communicating medical genetics information",,PubMed,,1,,,,,,,FALSE,TRUE,FALSE
270,Knowledge Graph-based Thought: a knowledge graph enhanced LLMs framework for pan-cancer question answering,"BackgroundIn recent years, Large Language Models (LLMs) have shown promise in various domains, notably in biomedical sciences. However, their real-world application is often limited by issues like erroneous outputs and hallucinatory responses.  ResultsWe developed the Knowledge Graph-based Thought (KGT) framework, an innovative solution that integrates LLMs with Knowledge Graphs (KGs) to improve their initial responses by utilizing verifiable information from KGs, thus significantly reducing factual errors in reasoning. The KGT framework demonstrates strong adaptability and performs well across various open-source LLMs. Notably, KGT can facilitate the discovery of new uses for existing drugs through potential drug-cancer associations, and can assist in predicting resistance by analyzing relevant biomarkers and genetic mechanisms. To evaluate the Knowledge Graph Question Answering (KGQA) task within biomedicine, we utilize a pan-cancer knowledge graph to develop a pan-cancer question answering benchmark, named the Pan-cancer Question Answering (PcQA).  ConclusionsThe KGT framework substantially improves the accuracy and utility of LLMs in the biomedical field. This study serves as a proof-of-concept, demonstrating its exceptional performance in biomedical question answering.  Key PointsO_LIWe introduce a framework combining LLMs with KGs to improve factual accuracy in LLM reasoning. C_LIO_LIOur system is a flexible architecture that seamlessly integrates various LLMs. C_LIO_LIUtilizing a pan-cancer knowledge graph, we have proposed the first KGQA benchmark in the field of biomedicine. C_LIO_LICase studies reveal our method enhanced LLMs in addressing biomedical challenges such as drug repositioning, resistance research, individualized treatment, and biomarker analysis. C_LIO_LIThe method performs favorably in comparison to existing methods. C_LI",,biorxiv,,1,,,,,,,FALSE,TRUE,FALSE
271,Knowledge graph-based thought: a knowledge graph-enhanced LLM framework for pan-cancer question answering,"In recent years, large language models (LLMs) have shown promise in various domains, notably in biomedical sciences. However, their real-world application is often limited by issues like erroneous outputs and hallucinatory responses. We developed the knowledge graph-based thought (KGT) framework, an innovative solution that integrates LLMs with knowledge graphs (KGs) to improve their initial responses by utilizing verifiable information from KGs, thus significantly reducing factual errors in reasoning. The KGT framework demonstrates strong adaptability and performs well across various open-source LLMs. Notably, KGT can facilitate the discovery of new uses for existing drugs through potential drug-cancer associations and can assist in predicting resistance by analyzing relevant biomarkers and genetic mechanisms. To evaluate the knowledge graph question answering task within biomedicine, we utilize a pan-cancer knowledge graph to develop a pan-cancer question answering benchmark, named pan-cancer question answering. The KGT framework substantially improves the accuracy and utility of LLMs in the biomedical field. This study serves as a proof of concept, demonstrating its exceptional performance in biomedical question answering",,PubMed,,1,,,,,,,FALSE,TRUE,FALSE
272,Latent Diffusion For Conditional Generation of Molecules,"AO_SCPLOWBSTRACTC_SCPLOWDesigning a small molecule therapeutic is a challenging multi-parameter optimization problem. Key properties, such as potency, selectivity, bioavailability, and safety must be jointly optimized to deliver an effective clinical candidate. We present COATI-LDM, a novel application of latent diffusion models to the conditional generation of property-optimized, drug-like small molecules. Diffusive generation of latent molecular encodings, rather than direct diffusive generation of molecular structures, offers an appealing way to handle the small and mismatched datasets that are common for molecular properties. We benchmark various diffusion guidance schemes and sampling methods against a pre-trained autoregressive transformer and genetic algorithms to evaluate control over potency, expert preference, and various physicochemical properties. We show that conditional diffusion allows control over the properties of generated molecules, with practical and performance advantages over competing methods. We also apply the recently introduced idea of particle guidance to enhance sample diversity. We prospectively survey a panel of medicinal chemists and determine that we can conditionally generate molecules that align with their preferences via a learned preference score. Finally, we present a partial diffusion method for the local optimization of molecular properties starting from a seed molecule. Conditional generation of small molecules using latent diffusion models on molecular encodings provides a highly practical and flexible alternative to prior molecular generation schemes",,biorxiv,,1,,,,,,,FALSE,TRUE,FALSE
273,Leveraging hierarchical structures for genetic block interaction studies using the hierarchical transformer,"Initially introduced in 1909 by William Bateson, classic epistasis (genetic variant interaction) refers to the phenomenon that one variant prevents another variant from a different locus from manifesting its effects. The potential effects of genetic variant interactions on complex diseases have been recognized for the past decades. Moreover, It has been studied and demonstrated that leveraging the combined SNP effects within the genetic block can significantly increase calculation power, reducing background noise, ultimately leading to novel epistasis discovery that the single SNP statistical epistasis study might overlook. However, it is still an open question how we can best combine gene structure representation modelling and interaction learning into an end-to-end model for gene interaction searching. Here, in the current study, we developed a neural genetic block interaction searching model that can effectively process large SNP chip inputs and output the potential genetic block interaction heatmap. Our model augments a previously published hierarchical transformer architecture (Liu and Lapata, 2019) with the ability to model genetic blocks. The cross-block relationship mapping was achieved via a hierarchical attention mechanism which allows the sharing of information regarding specific phenotypes, as opposed to simple unsupervised dimensionality reduction methods e.g. PCA. Results on both simulation and UK Biobank studies show our model brings substantial improvements compared to traditional exhaustive searching and neural network methods
==========
1.Initially introduced in 1909 by William Bateson, classic epistasis (genetic variant interaction) refers to the phenomenon that one variant prevents another variant from a different locus from manifesting its effects. The potential effects of genetic variant interactions on complex diseases have been recognized for the past decades. Moreover, It has been studied and demonstrated that leveraging the combined SNP effects within the genetic block can significantly increase calculation power, reducing background noise, ultimately leading to novel epistasis discovery that the single SNP statistical epistasis study might overlook. However, it is still an open question how we can best combine gene structure representation modelling and interaction learning into an end-to-end model for gene interaction searching. Here, in the current study, we developed a neural genetic block interaction searching model that can effectively process large SNP chip inputs and output the potential genetic block interaction heatmap. Our model augments a previously published hierarchical transformer architecture (Liu and Lapata, 2019) with the ability to model genetic blocks. The cross-block relationship mapping was achieved via a hierarchical attention mechanism which allows the sharing of information regarding specific phenotypes, as opposed to simple unsupervised dimensionality reduction methods e.g. PCA. Results on both simulation and UK Biobank studies show our model brings substantial improvements compared to traditional exhaustive searching and neural network methods",,"PubMed,medrxiv",,1,,,,,,,FALSE,TRUE,FALSE
275,Linguistic profile automated characterisation in pluripotential clinical high-risk mental state (CHARMS) conditions: methodology of a multicentre observational study,"Language is usually considered the social vehicle of thought in intersubjective communications. However, the relationship between language and high-order cognition seems to evade this canonical and unidirectional description (ie, the notion of language as a simple means of thought communication). In recent years, clinical high at-risk mental state (CHARMS) criteria (evolved from the Ultra-High-Risk paradigm) and the introduction of the Clinical Staging system have been proposed to address the dynamicity of early psychopathology. At the same time, natural language processing (NLP) techniques have greatly evolved and have been successfully applied to investigate different neuropsychiatric conditions. The combination of at-risk mental state paradigm, clinical staging system and automated NLP methods, the latter applied on spoken language transcripts, could represent a useful and convenient approach to the problem of early psychopathological distress within a transdiagnostic risk paradigm. Help-seeking young people presenting psychological distress (CHARMS+/- and Clinical Stage 1a or 1b; target sample size for both groups n=90) will be assessed through several psychometric tools and multiple speech analyses during an observational period of 1-year, in the context of an Italian multicentric study. Subjects will be enrolled in different contexts: Department of Neuroscience, Rehabilitation, Ophthalmology, Genetics, Maternal and Child Health (DINOGMI), Section of Psychiatry, University of Genoa-IRCCS Ospedale Policlinico San Martino, Genoa, Italy; Mental Health Department-territorial mental services (ASL 3-Genoa), Genoa, Italy; and Mental Health Department-territorial mental services (AUSL-Piacenza), Piacenza, Italy. The conversion rate to full-blown psychopathology (CS 2) will be evaluated over 2 years of clinical observation, to further confirm the predictive and discriminative value of CHARMS criteria and to verify the possibility of enriching them with several linguistic features, derived from a fine-grained automated linguistic analysis of speech. The methodology described in this study adheres to ethical principles as formulated in the Declaration of Helsinki and is compatible with International Conference on Harmonization (ICH)-good clinical practice. The research protocol was reviewed and approved by two different ethics committees (CER Liguria approval code: 591/2020-id.10993; Comitato Etico dell'Area Vasta Emilia Nord approval code: 2022/0071963). Participants will provide their written informed consent prior to study enrolment and parental consent will be needed in the case of participants aged less than 18 years old. Experimental results will be carefully shared through publication in peer-reviewed journals, to ensure proper data reproducibility. DOI:10.17605/OSF.IO/BQZTN",,PubMed,,1,,,,,,,FALSE,TRUE,FALSE
276,LumVertCancNet: A novel 3D lumbar vertebral body cancellous bone location and segmentation method based on hybrid Swin-transformer,"Lumbar vertebral body cancellous bone location and segmentation is crucial in an automated lumbar spine processing pipeline. Accurate and reliable analysis of lumbar spine image is expected to advantage practical medical diagnosis and population-based analysis of bone strength. However, the design of automated algorithms for lumbar spine processing is demanding due to significant anatomical variations and scarcity of publicly available data. In recent years, convolutional neural network (CNN) and vision transformers (Vits) have been the de facto standard in medical image segmentation. Although adept at capturing global features, the inherent bias of locality and weight sharing of CNN constrains its capacity to model long-range dependency. In contrast, Vits excel at long-range dependency modeling, but they may not generalize well with limited datasets due to the lack of inductive biases inherent to CNN. In this paper, we propose a deep learning-based two-stage coarse-to-fine solution to address the problem of automatic location and segmentation of lumbar vertebral body cancellous bone. Specifically, in the first stage, a Swin-transformer based model is applied to predict the heatmap of lumbar vertebral body centroids. Considering the characteristic anatomical structure of lumbar spine, we propose a novel loss function called LumAnatomy loss, which enforces the order and bend of the predicted vertebral body centroids. To inherit the excellence of CNN and Vits while preventing their respective limitations, in the second stage, we propose an encoder-decoder network to segment the identified lumbar vertebral body cancellous bone, which consists of two parallel encoders, i.e., a Swin-transformer encoder and a CNN encoder. To enhance the combination of CNNs and Vits, we propose a novel multi-scale attention feature fusion module (MSA-FFM), which address issues that arise when fusing features given at different encoders. To tackle the issue of lack of data, we raise the first large-scale lumbar vertebral body cancellous bone segmentation dataset called LumVBCanSeg containing a total of 185 CT scans annotated at voxel level by 3 physicians. Extensive experimental results on the LumVBCanSeg dataset demonstrate the proposed algorithm outperform other state-of-the-art medical image segmentation methods. The data is publicly available at: https://zenodo.org/record/8181250. The implementation of the proposed method is available at: https://github.com/sia405yd/LumVertCancNet",,PubMed,,1,,,,,,,FALSE,TRUE,FALSE
277,Machine learning-based donor permission extraction from informed consent documents,"With more clinical trials are offering optional participation in the collection of bio-specimens for biobanking comes the increasing complexity of requirements of informed consent forms. The aim of this study is to develop an automatic natural language processing (NLP) tool to annotate informed consent documents to promote biorepository data regulation, sharing, and decision support. We collected informed consent documents from several publicly available sources, then manually annotated them, covering sentences containing permission information about the sharing of either bio-specimens or donor data, or conducting genetic research or future research using bio-specimens or donor data. We evaluated a variety of machine learning algorithms including random forest (RF) and support vector machine (SVM) for the automatic identification of these sentences. 120 informed consent documents containing 29,204 sentences were annotated, of which 1250 sentences (4.28%) provide answers to a permission question. A support vector machine (SVM) model achieved a F-1 score of 0.95 on classifying the sentences when using a gold standard, which is a prefiltered corpus containing all relevant sentences. This study provides the feasibility of using machine learning tools to classify permission-related sentences in informed consent documents",,PubMed,,1,,,,,,,FALSE,TRUE,FALSE
278,Modeling cancer dependency with deep graph models,"A fundamental premise for precision oncology is a catalog of diverse actionable targets that could enable personalized treatment. Large scale Genome-wide lost-of-function screens such as cancer dependency map have systematically identified single gene vulnerabilities in numerous cell lines. However, it remains challenging to scale such analyses to many clinical samples and untangle molecular networks underlying observed vulnerabilities. We developed a deep learning framework, DepGPS, combing graph neural networks with transformers to model the network interactions underlying tumor vulnerabilities. Our model demonstrated an improved ability to predict context-specific vulnerabilities over existing models and showed a higher responsiveness in perturbation analysis. Furthermore, perturbation induced dependency changes by our model demonstrated utility to support context-aware identification of synthetic lethal genes. Overall, our model represents a valuable tool to extend tumor vulnerability analyses to broader range of subjects and could help to decipher molecular networks dictating context-specific tumor vulnerabilities",,biorxiv,,1,,,,Combines Graph Neural Networks (GNN) and transformers.,"Precision oncology, focusing on identifying cancer vulnerabilities and modeling molecular networks for personalized treatment.",transformer-based models with GNNs to predict tumor vulnerabilities and enhance personalized cancer therapy strategies.,FALSE,TRUE,FALSE
279,Mouse-Geneformer: A Deep Learning Model for Mouse Single-Cell Transcriptome and Its Cross-Species Utility,"Deep learning techniques are increasingly utilized to analyze large-scale single-cell RNA sequencing (scRNA-seq) data, offering valuable insights from complex transcriptome datasets. Geneformer, a pre-trained model using a Transformer Encoder architecture and human scRNA-seq datasets, has demonstrated remarkable success in human transcriptome analysis. However, given the prominence of the mouse, Mus musculus, as a primary mammalian model in biological and medical research, there is an acute need for a mouse-specific version of Geneformer. In this study, we developed a mouse-specific Geneformer (mouse-Geneformer) by constructing a large transcriptome dataset consisting of 21 million mouse scRNA-seq profiles and pre-training Geneformer on this dataset. The mouse-Geneformer effectively models the mouse transcriptome and, upon fine-tuning for downstream tasks, enhances the accuracy of cell type classification. In silico perturbation experiments using mouse-Geneformer successfully identified disease-causing genes that have been validated in in vivo experiments. These results demonstrate the feasibility of analyzing mouse data with mouse-Geneformer and highlight the robustness of the Geneformer architecture, applicable to any species with large-scale transcriptome data available. Furthermore, we found that mouse-Geneformer can analyze human transcriptome data in a cross-species manner. After the ortholog-based gene name conversion, the analysis of human scRNA-seq data using mouse-Geneformer, followed by fine-tuning with human data, achieved cell type classification accuracy comparable to that obtained using the original human Geneformer. In in silico simulation experiments using human disease models, we obtained results similar to human-Geneformer for the myocardial infarction model but only partially consistent results for the COVID-19 model, a trait unique to humans (laboratory mice are not susceptible to SARS-CoV-2). These findings suggest the potential for cross-species application of the Geneformer model while emphasizing the importance of species-specific models for capturing the full complexity of disease mechanisms. Despite the existence of the original Geneformer tailored for humans, human research could benefit from mouse-Geneformer due to its inclusion of samples that are ethically or technically inaccessible for humans, such as embryonic tissues and certain disease models. Additionally, this cross-species approach indicates potential use for non-model organisms, where obtaining large-scale single-cell transcriptome data is challenging.  Author SummaryResearchers have developed Geneformer, a powerful tool that utilizes advanced deep learning techniques and large-scale single-cell transcriptome data to analyze human cell genetic activity. However, given the extensive use of mice (Mus musculus) in medical and biology research, there is a need for a similar tool tailored to this model organism. To address this gap, we developed mouse-Geneformer, an adaptation of Geneformer trained on a large dataset of mouse single-cell RNA sequencing data obtained from 20 million cells. Mouse-Geneformer demonstrates high accuracy in identifying distinct cell types and predicting disease-causing genes in gene manipulation simulation experiments. Moreover, mouse-Geneformer exhibited comparable accuracy to the original human Geneformer, even when applied to human cell data, suggesting its potential for cross-species use. For instance, it performed well in studying heart disease but was less consistent with COVID-19, likely due to the differences between species in how they react to the virus. Overall, mouse-Geneformer could be a valuable resource for studying not only mice but also other animals, especially when large-scale data are challenging to obtain. Furthermore, this cross-species approach may probe beneficial in human research, especially for tissues that are difficult to access, such as embryonic samples",,biorxiv,,1,,,,,,,FALSE,TRUE,FALSE
